PA,R,H,Db,HR,RBI,BB,SO
117,15,20,3,3,8,13,24.0
653,126,166,34,42,136,104,87.0
117,7,24,5,0,5,6,6.0
88,7,17,1,4,14,4,20.0
294,36,57,9,12,43,28,71.0
183,25,46,9,3,18,20,34.0
65,10,14,3,3,7,7,11.0
118,19,27,3,0,6,5,18.0
60,1,2,0,0,0,3,23.0
455,34,81,9,2,34,49,60.0
83,3,17,4,0,1,2,13.0
105,6,10,1,0,6,4,33.0
59,5,7,1,0,2,4,13.0
53,0,7,1,0,4,1,16.0
275,27,60,9,6,27,27,32.0
63,12,13,2,4,10,11,11.0
684,94,165,20,0,50,80,32.0
66,9,17,4,4,12,1,16.0
301,29,66,16,1,18,36,42.0
533,65,106,13,17,63,84,56.0
581,72,125,16,25,72,60,76.0
383,40,88,12,12,56,34,52.0
170,19,33,2,7,22,17,26.0
184,29,40,5,1,17,32,20.0
369,58,85,10,9,50,61,29.0
529,47,133,17,12,65,40,55.0
72,2,8,1,0,6,0,12.0
98,7,11,4,0,7,6,21.0
698,102,168,23,14,78,76,54.0
351,34,70,10,2,19,24,35.0
325,32,65,12,2,28,21,38.0
338,50,103,17,3,37,52,18.0
627,74,162,23,14,85,74,50.0
586,58,150,18,17,68,36,64.0
120,6,26,5,2,13,15,11.0
208,16,38,7,5,25,22,28.0
124,10,30,5,2,14,17,7.0
97,2,22,1,0,9,11,10.0
80,10,20,1,0,7,2,26.0
161,20,37,7,6,27,14,31.0
295,30,65,11,14,55,32,33.0
166,11,29,1,4,18,24,18.0
122,10,22,5,2,9,5,29.0
604,65,142,30,11,64,44,58.0
269,25,62,4,4,15,17,17.0
417,77,114,21,28,83,91,24.0
300,39,61,12,15,38,24,63.0
92,4,15,2,0,4,1,18.0
274,26,53,9,2,17,26,23.0
173,22,32,6,3,18,24,18.0
303,33,72,15,5,35,36,15.0
92,8,15,3,1,7,6,17.0
490,64,91,17,7,48,95,54.0
201,5,37,3,1,8,11,23.0
556,65,114,10,27,93,69,105.0
454,62,105,9,30,84,30,90.0
309,38,67,10,15,50,19,66.0
660,106,200,34,26,92,37,54.0
501,76,132,23,38,103,32,86.0
362,53,76,11,16,58,59,51.0
97,7,14,3,3,4,2,26.0
583,69,142,19,3,56,34,63.0
719,94,190,26,3,50,79,45.0
143,19,25,6,0,7,25,15.0
110,12,22,6,3,14,14,25.0
597,74,115,14,10,54,70,68.0
448,59,115,8,28,75,52,50.0
606,65,141,23,12,57,39,54.0
593,82,160,25,28,85,52,62.0
612,96,130,18,26,84,59,72.0
128,9,24,3,1,5,18,15.0
112,13,27,0,0,9,6,6.0
179,24,43,3,6,15,15,13.0
256,25,54,6,4,27,46,33.0
666,82,176,31,29,84,50,66.0
597,93,155,29,30,105,65,29.0
74,7,12,2,1,5,6,12.0
665,94,153,22,0,27,72,52.0
422,53,103,21,7,45,42,51.0
141,19,25,3,3,8,18,20.0
568,77,148,14,25,81,77,46.0
522,61,117,14,10,50,50,86.0
262,28,70,8,2,11,30,14.0
143,15,28,3,1,4,11,24.0
639,91,182,30,26,98,38,65.0
373,45,105,16,11,47,17,31.0
180,15,37,4,0,9,12,20.0
101,14,28,0,1,13,5,19.0
180,23,34,4,0,10,20,19.0
51,5,8,2,0,0,5,8.0
578,73,143,23,8,56,26,63.0
456,49,90,24,5,37,65,62.0
80,1,7,2,0,3,1,34.0
102,9,16,1,0,8,2,16.0
258,28,63,10,12,39,26,18.0
56,8,14,1,3,10,2,11.0
546,72,116,17,12,50,43,47.0
461,39,85,6,20,73,66,61.0
481,54,100,18,7,50,45,53.0
544,60,115,15,7,48,52,61.0
409,33,87,16,14,45,15,50.0
97,7,15,0,1,4,8,23.0
135,16,35,5,3,25,18,13.0
227,17,43,6,4,18,19,35.0
572,66,169,30,7,60,13,58.0
380,55,89,11,21,65,49,46.0
110,7,21,2,0,9,11,9.0
203,15,47,5,0,18,12,33.0
303,38,59,5,7,43,34,33.0
54,1,7,1,0,4,1,3.0
72,5,18,5,2,14,3,8.0
316,31,85,20,5,44,20,10.0
157,17,39,4,2,16,16,20.0
73,1,1,0,0,1,6,33.0
358,37,74,14,16,48,35,30.0
62,4,6,1,0,2,8,18.0
157,22,36,2,10,23,11,28.0
208,22,50,11,5,29,18,30.0
222,19,52,12,2,17,8,13.0
442,54,118,14,4,37,21,33.0
315,29,58,16,5,18,32,50.0
52,11,5,3,0,2,10,13.0
468,41,101,16,6,39,25,73.0
80,6,19,2,0,6,1,9.0
125,15,18,4,1,4,23,19.0
98,5,13,0,1,4,3,24.0
112,8,25,4,1,6,8,8.0
619,89,135,22,24,102,102,105.0
107,10,20,4,3,15,14,30.0
242,29,55,9,2,15,23,35.0
412,42,96,13,8,52,37,51.0
672,80,164,23,26,95,33,62.0
71,1,8,1,0,0,0,8.0
234,30,42,8,3,25,41,19.0
138,20,27,3,1,4,24,18.0
73,11,15,2,1,9,3,10.0
290,29,54,7,2,21,30,28.0
170,15,45,8,2,12,20,16.0
245,24,47,10,7,25,17,56.0
580,52,146,22,9,46,20,74.0
92,9,17,2,0,4,9,14.0
60,1,7,1,0,5,5,11.0
721,109,192,20,4,52,44,14.0
98,7,11,2,0,7,2,30.0
500,62,115,16,9,57,51,60.0
87,7,19,6,1,12,11,6.0
230,17,43,9,3,14,16,45.0
109,7,16,2,1,8,1,19.0
587,66,151,30,21,83,57,41.0
75,1,7,1,0,3,3,10.0
560,53,119,16,11,50,29,53.0
62,3,11,2,0,4,3,8.0
370,53,89,11,16,68,56,57.0
701,102,178,23,6,43,95,39.0
220,15,48,8,1,12,23,17.0
64,9,11,1,0,1,2,5.0
448,61,117,22,2,38,40,22.0
170,17,34,11,0,16,16,18.0
246,24,44,9,5,25,28,43.0
575,40,142,19,0,37,35,25.0
280,22,63,13,5,37,30,31.0
55,2,8,0,0,4,0,6.0
98,6,22,4,0,10,5,10.0
223,18,49,10,1,24,11,10.0
439,42,90,24,4,42,30,42.0
87,8,12,1,6,19,11,21.0
373,46,84,9,7,33,37,36.0
89,10,18,1,0,7,13,7.0
75,4,9,1,1,3,13,6.0
369,42,70,15,6,34,49,54.0
225,24,54,10,5,24,28,21.0
465,49,103,13,4,35,35,74.0
50,5,10,2,0,5,3,2.0
479,51,91,18,5,37,41,46.0
633,86,146,29,32,87,76,91.0
97,16,20,3,0,9,12,22.0
348,43,77,6,10,44,21,19.0
64,1,10,1,0,2,6,8.0
316,35,76,8,5,34,21,30.0
79,8,21,3,0,11,2,4.0
388,44,92,13,15,50,41,41.0
458,42,104,25,15,66,37,57.0
346,37,84,15,8,53,28,38.0
66,7,12,3,1,4,10,13.0
115,13,21,3,0,5,15,5.0
60,5,8,2,0,5,3,20.0
673,80,182,23,20,97,89,43.0
70,5,15,1,0,4,6,9.0
71,3,10,0,0,1,4,19.0
621,88,144,20,17,78,92,49.0
109,10,23,4,7,14,6,16.0
693,96,194,32,27,128,70,55.0
167,11,41,4,6,20,6,24.0
406,35,80,11,4,34,20,41.0
91,7,25,5,1,11,8,6.0
389,45,90,17,8,37,25,31.0
143,10,24,3,4,17,12,22.0
207,17,41,5,4,22,24,19.0
110,10,22,2,5,13,10,39.0
62,7,9,1,0,0,6,17.0
354,32,79,13,15,54,30,40.0
620,91,141,29,7,59,90,43.0
82,4,7,0,0,3,3,19.0
89,2,10,0,0,3,4,26.0
574,91,156,14,35,102,49,31.0
74,6,18,2,2,10,5,9.0
91,7,11,1,0,1,7,25.0
657,96,196,32,12,88,55,34.0
362,22,69,10,4,32,39,38.0
86,10,19,5,2,12,6,17.0
119,14,19,2,1,12,8,25.0
65,3,10,1,1,8,4,16.0
81,4,11,2,0,4,2,28.0
110,8,18,0,5,12,9,21.0
613,77,146,21,27,96,65,138.0
60,3,10,1,0,1,4,17.0
321,34,74,10,15,51,30,77.0
189,13,46,7,1,10,16,17.0
213,14,48,0,0,10,18,8.0
631,69,153,27,15,46,46,49.0
527,55,132,28,11,75,53,34.0
582,64,136,20,27,91,54,85.0
624,96,143,33,32,95,75,93.0
639,91,153,27,18,69,63,73.0
138,17,23,5,2,9,8,19.0
68,12,16,3,0,4,5,11.0
73,1,9,0,0,2,1,29.0
115,15,17,3,2,11,9,8.0
56,9,15,1,0,3,1,8.0
652,132,188,22,52,130,112,99.0
504,76,121,24,9,49,30,56.0
651,103,150,21,37,95,91,86.0
592,97,163,14,28,87,79,74.0
651,101,171,27,36,84,68,65.0
277,30,62,8,3,14,18,24.0
61,4,11,0,1,4,8,13.0
518,79,136,13,13,56,68,59.0
574,51,126,16,3,62,76,54.0
128,17,29,7,4,20,12,20.0
395,54,85,10,9,27,32,40.0
665,106,172,29,21,88,86,40.0
513,38,100,16,2,34,46,73.0
85,5,8,1,0,4,4,16.0
622,86,161,22,16,68,80,50.0
77,9,19,3,2,6,2,21.0
130,14,22,7,3,20,15,24.0
589,69,151,27,23,67,50,67.0
147,20,31,4,10,22,18,15.0
682,87,184,33,27,109,75,39.0
140,11,35,3,3,18,13,9.0
474,38,122,12,5,41,15,7.0
150,22,39,5,2,14,14,19.0
102,7,20,2,4,15,4,10.0
62,6,13,5,3,8,6,6.0
478,60,125,20,12,64,86,59.0
128,13,26,6,2,16,12,18.0
60,4,17,2,3,23,8,1.0
60,4,11,1,0,5,3,6.0
114,13,18,1,0,3,5,7.0
598,71,119,17,2,42,76,42.0
353,34,77,10,4,22,28,41.0
167,20,34,3,0,11,27,20.0
68,6,11,2,2,7,4,15.0
105,15,24,5,2,9,10,13.0
76,5,14,2,0,5,7,22.0
60,5,12,0,2,5,6,13.0
67,3,8,2,0,2,2,6.0
92,8,15,2,3,13,8,15.0
58,17,14,2,0,3,2,2.0
52,4,7,1,0,0,2,11.0
59,3,10,2,0,6,6,10.0
138,13,24,4,1,17,18,13.0
107,16,27,6,2,11,6,12.0
316,44,74,14,4,47,28,27.0
247,31,66,13,1,20,21,19.0
113,6,16,0,0,3,3,22.0
682,91,176,40,14,87,58,48.0
272,28,60,10,4,22,30,32.0
285,24,69,10,1,25,26,40.0
72,6,17,3,0,3,1,12.0
96,4,23,3,0,9,10,13.0
73,7,11,2,0,3,1,14.0
586,94,134,25,36,83,37,124.0
559,77,164,21,14,63,24,16.0
176,23,27,3,2,11,17,26.0
50,9,9,0,0,2,2,16.0
648,85,147,19,9,46,56,69.0
52,4,11,1,0,2,4,1.0
51,12,13,3,2,5,3,10.0
410,44,104,18,11,55,24,46.0
276,20,53,10,8,33,30,41.0
208,15,40,9,3,17,18,34.0
66,6,12,0,0,6,6,6.0
555,76,125,23,12,66,49,75.0
68,6,11,5,0,4,5,12.0
112,8,20,2,1,8,6,13.0
62,7,12,1,5,11,5,3.0
202,13,34,5,2,12,26,20.0
668,122,166,27,38,83,64,95.0
431,61,98,15,10,43,60,32.0
141,11,25,5,0,7,20,29.0
481,64,111,18,15,61,58,44.0
646,72,179,29,8,76,58,64.0
92,6,8,1,0,2,6,37.0
159,12,43,7,5,22,8,15.0
265,16,55,9,5,23,20,31.0
181,11,45,4,5,24,25,31.0
168,22,48,9,0,15,13,5.0
368,39,99,12,2,14,28,10.0
290,24,62,11,7,30,25,37.0
184,27,33,1,4,21,19,38.0
100,11,16,3,1,8,9,32.0
196,16,32,3,7,23,31,38.0
659,92,139,27,29,95,100,88.0
597,76,159,22,21,105,47,82.0
79,6,17,3,0,9,4,9.0
51,4,5,0,0,2,4,13.0
262,29,47,8,5,29,26,50.0
317,39,94,11,11,39,15,17.0
523,78,143,21,23,90,50,60.0
255,37,62,14,2,23,29,20.0
89,15,24,4,0,4,5,6.0
99,13,29,4,0,10,6,10.0
194,14,38,9,0,16,23,29.0
626,87,144,26,16,71,84,72.0
250,16,60,14,3,18,17,22.0
148,15,39,9,2,24,3,12.0
242,27,64,12,5,23,15,22.0
652,112,158,33,43,101,99,101.0
161,14,40,3,2,14,10,9.0
111,8,22,3,3,10,4,32.0
534,46,108,13,14,42,35,65.0
75,22,17,2,1,7,12,12.0
92,3,15,3,0,9,2,15.0
199,22,36,1,3,17,22,27.0
68,5,20,1,0,5,0,7.0
95,4,12,1,0,3,2,21.0
73,6,15,2,1,4,10,10.0
712,88,180,18,2,41,58,40.0
82,10,10,1,1,9,14,15.0
637,69,166,24,25,80,36,61.0
219,24,43,9,8,29,31,26.0
288,21,73,13,1,27,17,23.0
505,59,106,10,20,74,43,75.0
54,6,11,2,1,3,3,16.0
152,25,41,5,8,22,10,14.0
400,61,84,9,12,42,78,47.0
175,17,41,6,0,16,11,4.0
509,47,126,18,21,88,48,73.0
53,5,8,2,0,3,3,16.0
592,61,138,22,9,65,38,48.0
279,18,58,8,4,29,29,36.0
345,40,84,13,5,37,48,21.0
471,67,125,28,15,84,57,40.0
80,10,15,2,2,9,5,8.0
547,67,170,21,8,37,33,63.0
156,5,31,6,3,20,7,18.0
537,72,130,20,11,54,50,83.0
170,18,38,10,6,21,16,20.0
61,6,13,3,2,8,2,17.0
568,65,127,22,32,106,75,87.0
159,10,29,5,3,8,25,28.0
347,37,75,16,11,46,24,53.0
568,63,130,23,22,59,47,72.0
433,28,96,15,5,44,35,40.0
64,2,12,0,0,4,2,26.0
390,45,101,18,11,37,30,40.0
503,71,138,28,24,82,102,39.0
73,5,9,1,1,2,5,14.0
66,6,19,2,1,8,1,13.0
278,32,66,12,7,38,42,18.0
399,56,83,17,8,38,69,29.0
59,4,12,1,1,3,0,12.0
113,5,23,5,1,15,7,22.0
684,94,119,17,11,53,151,82.0
99,12,18,2,2,11,14,22.0
312,36,61,12,16,44,33,66.0
675,118,198,27,44,132,57,58.0
211,21,47,10,1,10,17,28.0
231,31,60,13,12,38,20,51.0
97,9,18,3,0,9,5,14.0
293,40,66,7,7,26,46,42.0
452,53,107,15,17,61,36,61.0
82,8,11,0,3,8,8,19.0
640,82,148,22,3,41,52,55.0
729,93,186,26,0,33,94,44.0
96,9,21,5,0,4,17,10.0
472,54,102,15,20,48,73,69.0
528,60,124,19,5,48,46,47.0
51,4,11,3,1,10,6,3.0
407,36,97,19,2,36,29,29.0
674,113,169,34,43,102,70,85.0
61,4,11,1,0,4,1,16.0
129,12,20,2,3,6,11,38.0
535,70,124,22,18,65,42,64.0
97,15,16,1,0,7,18,14.0
199,14,42,6,2,22,10,29.0
555,65,149,20,13,61,30,54.0
313,24,69,11,7,36,41,38.0
545,74,121,14,24,82,57,24.0
325,28,81,16,4,28,19,43.0
728,108,176,25,8,58,71,49.0
292,28,75,4,5,29,10,36.0
644,72,149,27,15,40,57,64.0
304,29,63,12,4,19,18,59.0
531,48,126,25,12,65,57,47.0
675,78,168,35,17,76,84,91.0
278,31,63,8,6,23,27,50.0
552,73,154,16,4,34,55,31.0
598,79,144,18,19,62,44,77.0
136,11,34,2,5,10,4,19.0
99,15,19,1,0,4,1,23.0
169,16,38,7,1,18,21,16.0
446,40,89,17,3,47,40,32.0
57,2,10,2,0,3,2,9.0
332,41,85,16,5,30,19,35.0
121,10,30,4,4,22,4,23.0
82,4,6,0,0,4,6,34.0
104,10,20,2,1,4,5,29.0
97,11,13,2,2,9,3,22.0
232,29,58,14,14,39,24,16.0
78,9,14,2,2,4,1,8.0
319,31,72,10,3,19,23,36.0
95,14,24,2,3,10,4,11.0
380,31,80,9,13,62,34,50.0
274,30,63,6,6,33,15,42.0
456,37,108,14,8,57,41,53.0
371,35,94,14,11,44,20,57.0
58,6,8,2,0,3,7,7.0
590,88,156,22,10,57,39,86.0
475,42,114,17,4,30,23,45.0
174,17,30,1,2,10,24,18.0
222,26,53,6,4,19,23,48.0
180,23,42,7,2,12,20,21.0
85,7,21,5,3,10,5,10.0
260,23,62,14,6,27,16,11.0
371,51,93,4,21,65,29,44.0
544,66,116,26,25,84,71,80.0
420,45,97,11,15,46,30,38.0
532,71,134,20,31,92,32,62.0
329,50,83,15,9,52,56,29.0
209,17,43,10,3,25,16,31.0
625,80,169,25,4,64,29,56.0
51,2,8,2,0,3,10,17.0
492,44,113,14,9,33,22,82.0
477,57,120,27,14,79,56,79.0
92,8,12,1,3,10,8,32.0
92,3,15,2,1,10,6,32.0
244,24,57,2,13,49,16,40.0
85,3,8,0,0,0,2,25.0
83,7,9,0,2,6,7,29.0
177,19,29,2,4,17,16,42.0
538,61,140,24,24,105,37,50.0
223,26,36,3,2,15,38,27.0
95,3,16,2,0,4,4,17.0
543,42,131,14,5,51,31,64.0
204,20,47,4,0,17,23,18.0
139,14,34,8,1,13,10,9.0
322,32,76,10,9,36,37,53.0
51,3,16,3,0,2,0,9.0
357,42,101,13,2,35,25,59.0
50,4,6,0,0,2,3,7.0
718,110,196,27,6,61,75,13.0
79,4,14,0,0,5,4,17.0
316,35,65,8,7,38,29,48.0
372,44,98,18,6,31,17,42.0
100,5,16,2,0,4,6,22.0
440,61,121,17,12,66,29,33.0
81,3,12,2,0,8,3,12.0
718,79,169,36,6,55,53,67.0
51,7,8,1,0,4,4,9.0
362,45,75,13,14,58,39,62.0
695,89,154,26,2,37,64,31.0
201,15,48,8,1,18,18,19.0
97,6,16,2,1,2,6,16.0
298,36,81,10,3,33,21,18.0
176,16,28,4,0,10,15,10.0
111,14,30,4,0,8,10,6.0
551,58,158,30,7,54,27,28.0
54,2,5,0,0,6,1,14.0
68,10,15,0,0,2,7,6.0
112,11,30,10,0,16,6,7.0
74,6,21,3,0,6,3,12.0
549,59,114,19,10,62,34,42.0
87,14,22,2,0,5,1,4.0
62,6,15,1,1,5,4,7.0
249,28,54,7,9,31,16,28.0
58,5,10,1,2,5,10,17.0
137,14,23,3,0,8,15,20.0
155,26,54,12,7,27,18,15.0
167,14,32,7,4,15,16,23.0
371,48,78,14,20,50,37,81.0
130,8,20,6,0,5,20,8.0
93,7,13,3,0,4,13,12.0
616,78,155,39,19,89,74,54.0
654,94,173,28,27,98,63,91.0
78,13,10,2,3,10,5,14.0
390,31,90,9,7,36,35,26.0
359,39,61,10,8,29,27,43.0
381,33,90,13,8,44,16,43.0
344,37,88,15,9,57,31,47.0
79,5,13,1,0,2,4,20.0
145,7,26,1,2,16,9,20.0
61,4,19,3,2,8,1,12.0
83,13,14,3,4,11,5,20.0
627,82,153,29,23,103,75,66.0
95,6,12,0,0,5,0,12.0
51,4,10,1,1,8,3,10.0
83,5,21,2,2,8,3,7.0
70,2,10,1,0,3,1,25.0
512,58,96,19,9,47,61,41.0
636,83,170,29,23,90,43,38.0
519,59,131,16,1,35,33,53.0
188,11,38,3,2,17,15,35.0
204,15,49,7,3,11,17,20.0
54,3,4,0,0,3,4,5.0
345,28,92,9,9,44,25,16.0
50,7,11,2,3,6,2,10.0
56,4,3,1,2,6,4,21.0
192,18,29,3,6,12,8,48.0
537,76,120,18,10,42,55,53.0
70,0,4,0,0,0,1,24.0
133,12,34,7,6,21,5,5.0
475,56,128,21,3,39,24,48.0
71,4,6,0,0,2,5,18.0
679,74,173,30,9,44,47,28.0
59,5,9,0,0,5,4,9.0
324,38,58,11,2,16,45,61.0
243,18,52,6,3,26,25,27.0
86,4,9,0,0,4,2,22.0
63,6,14,5,0,5,6,11.0
94,4,14,2,0,7,6,26.0
69,3,12,1,0,6,1,11.0
576,58,147,23,17,64,49,94.0
265,24,56,10,9,37,29,61.0
164,8,29,4,1,13,9,43.0
502,51,113,9,7,30,39,19.0
60,3,4,1,0,0,3,13.0
541,59,135,19,10,49,31,49.0
403,33,90,11,11,70,35,24.0
456,55,121,19,21,62,52,63.0
187,12,27,5,5,15,22,39.0
450,50,92,18,18,67,56,81.0
441,51,115,19,11,35,41,66.0
113,15,35,6,0,11,9,13.0
131,11,32,4,4,13,6,18.0
81,2,6,1,1,8,3,27.0
672,82,185,31,15,103,31,41.0
200,28,43,9,4,21,14,34.0
623,121,173,28,34,94,146,75.0
424,61,84,9,14,51,60,79.0
154,12,35,5,1,12,3,14.0
285,33,68,9,9,27,12,20.0
144,10,35,2,1,12,11,20.0
666,109,167,28,32,94,90,79.0
250,23,60,10,2,28,22,26.0
580,75,136,23,24,82,76,84.0
669,112,195,26,35,97,76,62.0
568,59,149,27,8,54,27,49.0
77,7,19,5,1,5,0,24.0
58,6,12,1,4,7,9,16.0
625,87,156,25,13,62,59,71.0
54,7,8,0,2,7,7,17.0
534,50,122,25,1,55,66,44.0
153,12,39,7,2,15,6,13.0
678,96,176,36,12,103,79,54.0
586,86,152,28,24,73,62,57.0
349,29,61,3,0,20,24,42.0
485,43,88,20,5,27,52,87.0
88,7,18,2,3,6,0,26.0
137,10,31,3,2,12,20,18.0
60,4,12,0,0,1,4,12.0
466,45,116,7,6,37,13,16.0
579,82,176,38,29,102,66,34.0
514,62,121,13,12,62,53,83.0
445,37,107,17,10,39,22,87.0
136,12,31,1,0,8,12,9.0
86,8,17,2,1,7,11,11.0
521,61,123,17,13,70,63,86.0
199,15,52,7,2,18,12,12.0
81,7,22,1,0,4,6,16.0
624,76,164,33,19,88,50,90.0
172,8,34,8,2,16,11,19.0
70,6,14,1,0,7,5,15.0
405,57,97,18,7,28,33,30.0
207,29,43,9,1,8,19,20.0
235,31,61,6,8,27,10,22.0
72,9,18,1,0,9,9,14.0
85,10,22,2,2,11,9,10.0
58,5,7,0,0,1,3,8.0
77,9,23,4,0,9,4,10.0
181,15,49,8,2,16,7,16.0
431,38,106,13,7,42,28,32.0
104,7,17,1,0,6,2,25.0
687,103,159,27,19,63,62,54.0
482,52,113,16,9,49,53,28.0
111,14,23,2,3,12,10,17.0
366,51,89,19,1,26,28,39.0
77,6,15,4,0,4,2,5.0
156,14,35,8,2,18,14,20.0
507,68,114,26,20,74,33,84.0
495,48,121,15,14,42,19,21.0
52,4,8,3,0,2,7,9.0
52,3,5,0,0,6,3,22.0
81,6,13,0,1,10,2,27.0
122,7,23,2,1,9,11,24.0
378,33,74,3,1,29,39,32.0
548,65,134,23,20,68,19,74.0
210,20,39,5,4,19,18,34.0
163,15,33,1,9,20,17,37.0
267,39,64,14,2,16,19,40.0
320,36,78,11,0,19,9,26.0
451,51,103,21,14,52,40,80.0
90,5,13,4,0,6,4,16.0
126,13,28,6,2,14,7,10.0
97,8,21,2,3,9,9,21.0
677,97,197,29,29,75,44,92.0
79,6,10,2,2,6,10,20.0
536,53,109,18,2,35,55,51.0
75,3,14,3,0,3,3,26.0
99,6,20,1,0,5,6,15.0
93,3,15,4,0,6,0,30.0
429,46,98,14,26,76,49,59.0
118,13,25,4,6,17,10,15.0
269,35,78,8,9,33,10,8.0
426,56,122,23,6,32,23,7.0
64,10,9,0,0,1,7,13.0
266,30,65,14,4,35,14,30.0
65,6,10,3,0,6,8,16.0
657,99,172,23,42,114,76,55.0
57,1,11,3,0,2,4,5.0
80,7,17,1,0,7,6,11.0
193,24,53,9,6,24,12,28.0
247,27,56,7,7,39,19,36.0
50,5,7,0,0,0,4,12.0
431,58,118,12,13,45,38,50.0
411,34,92,14,18,44,27,15.0
501,54,139,15,17,88,31,60.0
256,24,53,7,5,34,40,19.0
605,78,125,23,11,49,79,70.0
201,24,39,7,3,18,13,35.0
383,41,109,26,13,41,14,44.0
355,25,93,12,2,37,18,18.0
167,12,38,4,3,11,12,17.0
592,91,139,25,40,92,77,104.0
98,6,14,1,1,4,4,9.0
103,3,13,2,2,8,4,25.0
463,65,97,14,16,50,38,68.0
591,65,133,31,11,50,50,50.0
204,25,46,6,3,26,26,20.0
81,5,16,4,0,7,1,11.0
230,21,47,8,1,19,26,29.0
81,4,13,0,0,0,6,10.0
87,6,13,2,0,1,2,30.0
74,5,17,3,2,6,5,4.0
350,42,91,16,7,42,23,20.0
115,14,28,7,4,9,6,24.0
678,85,158,24,0,37,94,34.0
658,72,172,30,23,89,44,66.0
262,30,60,10,6,31,16,29.0
249,25,47,10,7,19,18,26.0
160,15,35,5,4,23,8,27.0
237,24,52,7,8,38,19,39.0
215,21,36,8,2,12,17,37.0
206,38,47,4,16,40,15,33.0
62,5,12,2,1,5,12,10.0
307,53,74,11,7,46,49,44.0
411,46,99,19,5,40,29,19.0
467,44,106,21,19,72,38,73.0
68,4,5,0,0,0,8,27.0
503,49,113,12,5,47,44,41.0
331,36,77,7,5,27,27,30.0
189,14,44,10,4,26,25,16.0
318,36,65,18,7,38,41,35.0
605,59,141,28,8,50,33,69.0
241,26,53,0,4,24,14,27.0
187,12,30,8,2,23,15,33.0
402,42,88,10,6,33,27,67.0
60,9,12,0,0,3,0,14.0
606,84,145,21,28,105,78,88.0
103,4,15,1,1,2,10,24.0
98,18,19,3,5,11,5,24.0
370,24,73,10,3,31,25,38.0
123,13,25,3,1,10,5,21.0
184,16,39,10,1,17,14,21.0
547,96,163,28,38,87,119,43.0
220,33,58,7,6,17,12,19.0
79,4,10,2,0,5,7,14.0
214,21,43,8,3,13,25,19.0
53,5,12,3,1,8,2,9.0
118,12,19,3,0,7,11,14.0
506,74,138,25,19,78,64,35.0
101,4,10,0,0,4,11,23.0
492,47,104,13,9,38,73,49.0
102,11,24,3,3,14,9,13.0
478,56,103,20,27,69,34,84.0
289,23,59,9,6,19,16,63.0
664,109,196,34,30,95,59,49.0
105,14,27,4,0,4,6,15.0
349,40,88,15,19,54,21,63.0
204,21,46,9,4,16,19,34.0
217,20,41,3,0,5,16,26.0
82,8,17,2,0,0,5,8.0
585,80,155,34,23,97,59,95.0
91,9,19,2,1,7,2,26.0
604,76,148,20,2,40,35,38.0
725,98,215,24,2,33,97,48.0
282,15,57,9,5,27,25,28.0
60,2,10,1,2,7,4,7.0
445,54,95,21,5,30,55,45.0
414,39,90,23,11,59,47,61.0
66,3,14,2,0,7,8,6.0
682,119,193,23,47,129,52,87.0
198,24,38,8,8,26,24,34.0
490,62,121,22,12,50,32,56.0
257,31,49,10,0,8,21,24.0
176,10,39,3,0,12,8,21.0
66,4,11,1,0,3,4,14.0
433,42,97,16,10,46,36,40.0
200,11,35,5,2,18,31,32.0
273,28,56,6,6,27,20,35.0
476,60,115,17,22,90,35,35.0
100,12,23,4,4,17,10,20.0
110,13,21,1,7,18,8,37.0
608,71,150,19,2,36,57,47.0
131,15,27,4,1,11,9,20.0
681,91,164,25,14,75,54,54.0
132,16,27,4,6,20,14,13.0
269,25,60,12,7,41,18,33.0
389,55,86,19,9,39,51,74.0
202,31,53,11,8,24,16,30.0
432,58,124,21,7,36,25,24.0
632,101,175,21,23,90,49,53.0
59,7,13,1,0,3,6,5.0
154,19,36,5,0,8,14,22.0
89,9,16,2,0,4,3,19.0
411,38,99,14,5,28,27,32.0
193,20,41,5,7,20,14,27.0
361,47,91,11,3,28,27,37.0
594,74,118,25,12,43,82,106.0
84,7,14,2,0,3,3,24.0
108,11,24,1,3,15,3,24.0
274,28,71,12,6,31,22,20.0
245,32,51,7,3,19,24,37.0
71,10,19,4,1,12,6,14.0
366,39,90,19,12,45,34,43.0
174,14,40,6,2,21,14,12.0
182,19,34,5,2,13,21,15.0
223,15,34,5,3,14,16,34.0
644,88,188,38,25,96,29,84.0
572,93,157,20,38,104,50,82.0
327,32,79,11,9,44,18,48.0
251,19,50,7,5,26,16,18.0
352,35,80,6,9,27,18,49.0
556,69,150,24,6,50,31,41.0
78,13,9,2,0,5,6,14.0
578,80,148,26,41,113,84,89.0
515,46,113,18,8,62,48,23.0
485,50,116,23,18,63,48,38.0
324,43,97,12,24,74,20,35.0
393,31,95,12,7,61,41,51.0
64,10,18,2,2,8,7,11.0
66,7,19,0,1,5,2,6.0
506,54,137,16,3,43,29,23.0
493,70,111,22,12,41,33,64.0
56,1,3,1,0,0,3,20.0
468,32,97,11,6,38,16,84.0
112,11,20,2,5,8,5,32.0
424,61,105,20,12,57,82,23.0
276,41,70,10,13,45,26,49.0
94,5,9,0,0,1,10,33.0
59,3,10,1,2,8,5,11.0
72,9,15,1,7,12,3,25.0
352,22,86,18,3,47,15,35.0
59,6,15,0,0,6,3,18.0
97,16,20,3,0,3,12,6.0
